1753870.050263488,-781.5553978719764,-673.3056548348596,226.0469670855663,-127.6753102882026,-483.9578181945343,-133.5917867007396,-925.7617617036497,-632.9393240158494,-158.3405948981785,34.70280310262709,312.4510247049029,-168.0327422863164,830.5624556463316,6.444182856264936,24.18294302072427,80.97171235770931,146.9341160904151,246.6411401274134,24.01637869022958
-781.5553978719764,1754488.872950024,-1207.594194903406,713.4777357743757,-1713.321271765439,-615.608337089721,3740.142385192491,-1141.652229719298,-1662.13353592245,-545.3943846313548,-1657.646827528479,493.6696365675974,568.8756589332968,727.7934953032557,1803.428414608562,903.5112904195918,-2467.217611392117,-1289.55708178509,-559.0512041241158,-564.7583789839153
-673.3056548348596,-1207.594194903406,1765175.424263271,-3470.132240303763,3542.167331853195,3169.242022124945,-10811.53609662747,2181.258773969908,4367.000199080631,1181.738972179643,5379.277417723771,-980.0779694270731,-1746.233972205413,111.3422947868595,-1662.125090272413,-1694.741333369747,-1503.522959072965,1372.090720011054,-703.8226934064836,1537.699286682581
226.0469670855663,713.4777357743757,-3470.132240303763,1756284.087834582,-1191.700513827423,-875.8221188818812,3227.737285902118,116.5829087126246,-1998.756039576676,-749.5116250756682,-2274.024032793834,380.4032590875183,951.6785671225742,247.3472524836582,990.1213522458539,861.2286797486055,128.7161013682605,-2981.55957706734,-1273.067448857936,-115.5873528355344
-127.6753102882026,-1713.321271765439,3542.167331853195,-1191.700513827423,1755950.583611426,1332.067193708693,-2958.072235117878,854.1754538171251,617.8107842655211,-213.7678257856974,2107.596660723457,-369.3261061791981,-688.6961091402684,-28.22938727989697,-1452.247654112198,-328.7861902587122,-0.8834368507020552,386.861872721361,1036.800895327558,2459.080884913155
-483.9578181945343,-615.608337089721,3169.242022124945,-875.8221188818812,1332.067193708693,1756180.730651011,-3793.877871851344,295.2546524862786,1572.302061985896,308.8576182603984,1231.425696110383,-960.1352126832107,-1041.54920138428,7.369942748172527,-673.2256057875662,-203.0176557915468,-282.3014711422264,14.37309423391558,1071.474018216131,1294.330795294306
-133.5917867007396,3740.142385192491,-10811.53609662747,3227.737285902118,-2958.072235117878,-3793.877871851344,1763538.478145444,-2493.033546461385,-4295.454909435593,-1786.951796572336,-4623.354959904666,1542.178517506635,1406.939445825988,763.414786335347,3224.491143119177,1563.231699816923,-2054.249350883087,-1949.34509686366,309.2247901992661,-1119.59304390051
-925.7617617036497,-1141.652229719298,2181.258773969908,116.5829087126246,854.1754538171251,295.2546524862786,-2493.033546461385,1755443.92442219,1439.255707646889,492.9290786979299,1731.875304635735,-496.1228084865426,-806.9446087057178,-640.1680695506791,-824.0143526057643,67.03067121077925,901.713115166552,-334.507004391287,-1332.503741375552,303.4719690891998
-632.9393240158494,-1662.13353592245,4367.000199080631,-1998.756039576676,617.8107842655211,1572.302061985896,-4295.454909435593,1439.255707646889,1756426.920372421,-43.48661228187915,1765.030480339216,-300.0840804096374,-594.4466812042872,341.4953986447521,-1151.021256527047,-1405.732394554638,1430.447508359363,1235.029936135242,-545.4494461449586,-101.816366353438
-158.3405948981785,-545.3943846313548,1181.738972179643,-749.5116250756682,-213.7678257856974,308.8576182603984,-1786.951796572336,492.9290786979299,-43.48661228187915,1754604.934968204,791.7541094671592,-387.160547071553,-954.2439429773652,-89.40317018581631,240.8317993917712,-1182.602716900952,930.658422756004,751.1503852843578,-374.5861536865874,-845.4893158446482
