2.15748040388657e-06,6.771113911046745e-07,5.422495483960995e-06,1.17334442521837e-05,8.485109082350177e-06,6.725971607818195e-07,2.951113586290942e-06,1.913398947786496e-06,1.066385020989011e-05,2.651127757007697e-06,8.122890424075305e-07
-1.921892831771118e-06,-2.231571234015729e-07,-5.552869997972541e-06,-1.074019256226028e-05,-8.751650923643883e-06,-4.948994455736268e-07,-2.109029770698301e-06,-1.48058582558139e-06,-8.792985180548814e-06,-2.045849201867258e-06,-3.015202680248447e-07
-2.992115351485751e-06,-1.013329426919697e-06,1.327969013994947e-06,-9.583556923035021e-07,-4.08044681050643e-06,3.606726931503569e-07,1.874692566332961e-06,-2.230663831171997e-06,-1.184380897005063e-05,-1.877106711796593e-06,-8.928424297870682e-07
2.03669736500148e-06,7.597113955431733e-08,-5.598970866957578e-06,1.221373316021117e-05,1.349957569455998e-05,7.853621645569763e-07,-3.042388636452326e-07,1.030654277516941e-06,-1.767825195742682e-05,-7.760706733923531e-07,4.037295598977748e-08
2.688884793811751e-06,1.324953023334411e-07,1.525859736617945e-05,-1.309920264738906e-05,1.218245667188867e-05,-7.45071288595039e-08,5.197265341602895e-06,1.528764546113486e-06,-4.401436063612835e-06,3.269016379095439e-06,-1.933558316880088e-07
-1.055037712362889e-06,-1.577664665823466e-07,-1.561291129756732e-05,-1.298868961222438e-05,1.50417830446537e-05,7.943672853555236e-08,-3.305548089492027e-06,4.047402131349271e-07,4.587499523339605e-06,-1.82863458522812e-06,-6.04846199595468e-07
2.158250307500841e-06,7.396639978481484e-07,5.285108147800941e-06,-1.005317868611912e-05,-1.594676657077297e-06,-3.348169804438427e-07,-5.584911765514681e-06,3.50145692887413e-06,-2.362139815460591e-06,2.179885896642663e-06,1.139194630832626e-06
1.793785127946231e-06,1.824741340368335e-06,2.666804480752718e-06,5.109725741272804e-06,-2.816882102189227e-06,1.685001860103598e-07,-4.042969068441979e-06,6.782695203171081e-06,-8.383057872824782e-06,9.460367049105707e-06,1.52707928293419e-06
-2.569639705252378e-06,-9.196000833544779e-07,1.095200797967804e-06,6.111352356179469e-06,1.41369991427033e-07,-1.361021716849479e-06,-1.592088209427924e-05,-1.157317243846215e-06,4.164525572225816e-06,-5.496064555095855e-06,-2.025767014565409e-06
3.882774197749609e-06,2.291595290720967e-06,-1.135238641165949e-05,2.793566437065905e-06,-6.347313100775984e-06,-3.453025474377906e-07,9.946482628069092e-06,7.154264900945355e-06,1.574936288655296e-06,6.474504746661022e-06,1.247580803065484e-06
-1.272163093227806e-06,7.033934966212251e-07,5.031156453819077e-06,-3.18890419405164e-06,-3.220995961671585e-06,2.735026644879197e-06,-6.287406862540232e-07,1.158029559447014e-05,3.46101168985627e-06,-5.018313517948561e-07,1.182321166018779e-07
-1.756210312890739e-05,-3.342236117273676e-07,3.252888897149061e-06,2.1878867175648e-06,1.702816522064928e-06,-3.299255076619882e-06,-2.633057455703136e-06,-5.751938573682973e-06,-1.620754266658814e-06,1.185629509705791e-05,-7.444863802208343e-07
-3.928087992989583e-06,6.806302255114504e-07,5.523632058673201e-06,3.428355364003724e-06,-1.531821063410043e-06,-1.926209253626699e-07,5.279213397566012e-06,-7.15707032366092e-07,-2.327509220962666e-06,-1.962383912644908e-05,1.340924695067618e-08
1.047410656977383e-05,-2.077699709926894e-06,8.892337029702919e-07,1.265399790603853e-06,4.673365103591173e-07,1.132365634834518e-06,-9.036243285455351e-06,9.870700163910923e-06,-2.786282328306352e-06,-2.330574896194901e-06,7.8043808404021e-07
-1.523910103436299e-05,-4.989116408885079e-07,-6.001037178727396e-07,4.083449381118941e-07,5.290834555552172e-06,-1.364044142924193e-06,2.766150038637184e-06,1.10196108522957e-05,9.204302065442192e-07,-5.324234261790849e-06,1.082054667117017e-06
-1.201898676058242e-05,-2.523686197168573e-06,-2.353002204190636e-06,1.088897514049725e-06,-1.985854217532044e-06,9.705501724018503e-06,-1.03601443134733e-06,4.355545099790656e-06,1.733910330486922e-06,1.998324989116367e-06,9.005655455927636e-07
-8.094135160875362e-06,1.036245480493704e-06,-8.517073222198017e-07,-3.637450291493078e-06,-1.266899036241902e-06,-5.572086493135471e-06,5.837631684843646e-08,6.059619971775572e-06,-2.646328147619499e-06,-2.201748368611576e-06,-2.056840737328708e-06
-3.26946698514763e-06,9.059332964583039e-06,-1.727729348202964e-06,2.248839349643302e-07,2.313634263017598e-06,7.976916823899654e-06,-9.368622981973864e-07,-1.338867523328891e-06,-3.319478806212278e-06,-1.164827572582333e-06,7.506043842102458e-06
-1.07488530423218e-06,-9.9342742389689e-06,-9.500564786751613e-07,2.98530485921687e-06,-1.343087290489293e-06,-3.095838130010519e-06,3.765275527427095e-06,2.572799165259134e-06,-2.538935796755502e-06,-1.342283918430306e-07,-1.018855901860608e-05
-1.533678675806022e-06,1.163697891648557e-06,-2.001760250057907e-06,1.529413317138265e-06,-1.453651789480348e-06,-1.544735739783276e-05,-1.705707454376863e-06,5.94461560044021e-07,8.417291577992509e-07,-1.82552917601556e-06,1.239986422593488e-05
