7.42511322148164e-06	-6.492043231793778e-06	-3.510684870066153e-06	-7.160330775543413e-07	-2.851166031044589e-07	-1.514586585361215e-06	-2.282748753708768e-06	-5.860277343585094e-07	9.090354081560839e-07	
1.375763389062597e-05	-1.173220882956329e-05	-5.784843761638494e-06	-6.40829761691438e-07	-1.001387376983627e-06	-3.035225576472186e-06	-3.954942425454515e-06	-6.545129256964937e-07	1.435221064676411e-06	
2.035650632977909e-05	-1.710566031069404e-05	-7.62302822429508e-06	1.003127456494161e-06	-7.012118593909685e-07	-3.200429494526422e-06	-5.142560082211103e-06	-4.485148158150605e-07	2.188901180600482e-06	
2.543806811645066e-05	-2.082374869823411e-05	-8.389863920745776e-06	9.130439565343932e-07	1.221418635655887e-07	-4.497299248205399e-06	-5.308086841100102e-06	-2.772596527469285e-07	1.632544427391363e-06	
3.083902004626533e-05	-2.475398509324358e-05	-8.532766561341779e-06	2.423945482870924e-06	6.169493071212824e-07	-6.777696253547603e-06	-5.598954008341202e-06	9.041399756115184e-07	1.591567937440023e-06	
3.714518412297926e-05	-2.927161885985938e-05	-9.923331047777968e-06	2.617231724069962e-06	1.451207910557081e-06	-5.903741349536972e-06	-6.127974219654714e-06	1.807734367776458e-07	1.270962696148654e-06	
4.275111975086518e-05	-3.298156742471445e-05	-1.064022976847951e-05	2.634612768465201e-06	2.673794483550287e-06	-5.581824370680418e-06	-5.97647924673392e-06	-9.818084885714039e-08	6.099401584740174e-07	
4.858112020379963e-05	-3.672924110323391e-05	-1.183436484412583e-05	2.167645967294575e-06	3.729344333924963e-06	-4.00687216555598e-06	-5.757966604174454e-06	-9.48619083443354e-07	2.823905232834631e-07	
5.461803653377415e-05	-4.06178989184531e-05	-1.156130953207969e-05	4.994878041331412e-06	3.5679551168636e-06	-5.362671558009156e-06	-6.240579545472278e-06	9.233706823752606e-08	2.913223209678003e-07	
6.095691871231803e-05	-4.438275374122801e-05	-1.301432239911655e-05	2.335499725967478e-06	3.629438240670812e-06	-5.312597609850017e-06	-5.799389745153451e-06	-6.296007088760972e-07	5.731011420252139e-08	
6.67055772468596e-05	-4.75023625391782e-05	-1.352776570516612e-05	1.291000114180027e-06	2.52885455688792e-06	-5.387127710163614e-06	-6.041218251865195e-06	-1.066481703442307e-06	-2.348806656490914e-07	
7.117500173251819e-05	-4.958158382196677e-05	-1.277293378405374e-05	2.824131763945386e-06	4.416454638022098e-06	-4.733953821318238e-06	-5.036941633279656e-06	-5.095030666514752e-07	-1.370555729222736e-06	
7.734925895112116e-05	-5.288497490150426e-05	-1.368786009719666e-05	6.786944544003086e-07	3.741966569285006e-06	-5.334916500958913e-06	-4.754066451708852e-06	-9.47683451055246e-07	-1.006016303762453e-06	
8.110849043593619e-05	-5.408546289652366e-05	-1.348207953044951e-05	-9.990829371722744e-08	6.927799021029553e-06	-2.372655021985295e-06	-2.991849118945859e-06	-1.72832318135828e-06	-2.569176750794198e-06	
8.707348888697356e-05	-5.720779313615603e-05	-1.403542352121483e-05	-9.807800778758266e-07	8.651799514856037e-06	-2.114321445672321e-06	-2.032045611583067e-06	-1.69533899996155e-06	-2.296395140294195e-06	
9.187229030907225e-05	-5.909192929999108e-05	-1.429623608877241e-05	-1.849243623498557e-06	8.765429068698206e-06	-5.727506144629459e-07	-1.543915929937016e-06	-2.263301058314447e-06	-2.376098657344668e-06	
9.614853108200197e-05	-6.046262603805605e-05	-1.374424828308436e-05	-1.319605174992752e-06	8.80161283108041e-06	-3.586080444665644e-09	-1.096259382273925e-06	-1.669226637788055e-06	-2.993855615636897e-06	
9.956090490008676e-05	-6.1142093530302e-05	-1.192610059792465e-05	2.57066823491432e-06	8.536097014055241e-06	1.94753434080445e-07	-1.059408228987679e-06	5.276145491586313e-08	-3.866431059690844e-06	
0.000107190757111492	-6.562768762768323e-05	-1.331616534871352e-05	4.138365086051655e-06	1.08261641709408e-05	2.760937664881175e-06	-9.762325289627585e-07	-7.748713725751473e-07	-2.753875731110126e-06	
0.0001140322491622739	-6.904827540517267e-05	-1.297898397522654e-05	5.492201569923378e-06	9.153194920817836e-06	1.021278883191412e-07	-1.825167562399102e-06	-1.056592124978263e-08	-1.812293167689013e-06	
0.0001179253951987679	-6.96125763714476e-05	-1.201941263862357e-05	4.362664849260594e-06	7.874251314201078e-06	-1.181946717591177e-06	-1.04183522775446e-06	4.578594803858517e-07	-1.686502469662887e-06	
0.0001246619463555868	-7.285218289366625e-05	-1.258410386143672e-05	4.727376720196775e-06	9.103700492749818e-06	8.110903091372929e-09	-7.65984315902937e-07	5.757916176574405e-08	-1.187517756376486e-06	
0.0001289284669356301	-7.372209864817228e-05	-1.190831784125122e-05	4.624255876599815e-06	1.041777269047762e-05	1.108482787741565e-06	3.726538331679365e-07	-2.439417363303771e-08	-1.786256484619083e-06	
0.0001343298100889798	-7.542525121424566e-05	-1.219464576316749e-05	2.786484467695406e-06	9.612931353582232e-06	6.640128641560615e-07	8.911765383681662e-07	-5.794432104350163e-08	-1.383595902712143e-06	
0.0001402637494564523	-7.77483768901301e-05	-1.271992343483789e-05	3.537334714061589e-06	1.17707231286503e-05	3.685040865300644e-06	1.674920668467813e-06	-5.298040314411894e-07	-1.361681781266562e-06	
0.0001453129314348476	-7.915755400845378e-05	-1.179681961979124e-05	4.903384872214926e-06	1.186481539598439e-05	3.22673352331686e-06	1.959765046358016e-06	1.081886109610092e-07	-1.135628989956718e-06	
0.0001520457927418083	-8.186214096998774e-05	-1.21697982268747e-05	4.53837348295395e-06	1.048219141930382e-05	2.660422201946497e-06	1.267961139768993e-06	-2.838835539218048e-07	-5.267116699570766e-07	
