7.430348689343822e-06	-6.518780555039617e-06	-3.588513773678676e-06	-7.110577114029955e-07	
1.377481412092886e-05	-1.181654838798821e-05	-6.0788934061623e-06	-6.112128268658223e-07	
2.038868146025565e-05	-1.726621287543567e-05	-8.215176667500135e-06	1.075569665712649e-06	
2.548707549480612e-05	-2.10642805049922e-05	-9.327124477809478e-06	1.046017653221807e-06	
3.090514345006949e-05	-2.508182258690853e-05	-9.830429821903312e-06	2.636622169826844e-06	
3.722861612710552e-05	-2.968894104390862e-05	-1.159036904590098e-05	2.919320893118314e-06	
4.284980804302189e-05	-3.3478843656515e-05	-1.266670305109376e-05	3.024656688151272e-06	
4.869174535740873e-05	-3.729261919639413e-05	-1.418345131897663e-05	2.633698069728701e-06	
5.473894879432059e-05	-4.124167404549098e-05	-1.421896200747285e-05	5.542695161149766e-06	
6.108747417263199e-05	-4.505893518599067e-05	-1.596807078639733e-05	2.963361212947496e-06	
6.684350792238809e-05	-4.821910255550497e-05	-1.673524565649611e-05	1.977277356760319e-06	
7.131641917841253e-05	-5.032492634661828e-05	-1.617891285016242e-05	3.570513708114051e-06	
7.749215340973082e-05	-5.364305302790535e-05	-1.724791433936846e-05	1.475264458475326e-06	
8.124801310882347e-05	-5.483860404124223e-05	-1.712708736299361e-05	7.229002851099082e-07	
8.720520750727211e-05	-5.794045887867423e-05	-1.770204534680169e-05	-1.49743137666928e-07	
9.199438540293389e-05	-5.97938166511031e-05	-1.795504020974654e-05	-1.027336564639724e-06	
9.625838303861325e-05	-6.11209227292768e-05	-1.734718273435613e-05	-5.069346818361249e-07	
9.96564820983707e-05	-6.174965768108058e-05	-1.542191856827917e-05	3.410083686139512e-06	
0.0001072717098426837	-6.618743625633779e-05	-1.670049931706705e-05	5.016238494957978e-06	
0.0001141026850556422	-6.957146198817757e-05	-1.632591319910934e-05	6.408737529288104e-06	
0.000117987142419941	-7.01032789223154e-05	-1.53482004165667e-05	5.317179777196615e-06	
0.0001247138480488428	-7.331090674250278e-05	-1.586663012154409e-05	5.700557609051531e-06	
0.0001289688247299865	-7.413821280137475e-05	-1.512703315102165e-05	5.606750307195206e-06	
0.0001343571158697886	-7.579005089407096e-05	-1.531129286866258e-05	3.762366912234224e-06	
0.000140275544004811	-7.805646982427309e-05	-1.570146347820236e-05	4.489159178038799e-06	
