7.425102785664556e-06	-6.491992687599525e-06	-3.510188892806929e-06	-7.138422973658623e-07	-2.821414393062039e-07	-1.512317716751284e-06	-2.283329425232172e-06	-5.873212891458054e-07	9.047748837292216e-07	2.582232239988528e-07	
1.37575478736276e-05	-1.173213375437237e-05	-5.782366640728037e-06	-6.313101236171251e-07	-9.882500557661524e-07	-3.025152778437838e-06	-3.957982446891601e-06	-6.602176967483058e-07	1.416620633494601e-06	6.873907658144925e-07	
2.035628687672319e-05	-1.710586779383353e-05	-7.618538595121478e-06	1.017771715229478e-06	-6.805500082595646e-07	-3.184552915102389e-06	-5.148360086237215e-06	-4.575862487907394e-07	2.160483186754449e-06	1.109277221691892e-07	
2.543784066326231e-05	-2.082400229472043e-05	-8.385199750563392e-06	9.284682747586128e-07	1.438920853673611e-07	-4.480893741434861e-06	-5.314200651074842e-06	-2.872420461487083e-07	1.604087585206267e-06	1.010163760779377e-07	
3.08388004264294e-05	-2.475436189317689e-05	-8.528718704617989e-06	2.436479814548485e-06	6.347708066427167e-07	-6.764564947690109e-06	-5.604379601663762e-06	8.954597670095161e-07	1.570198351423362e-06	-3.430829560044603e-07	
3.71450656863878e-05	-2.927195296839514e-05	-9.921441518456172e-06	2.622500006330327e-06	1.458749384794388e-06	-5.898813759465507e-06	-6.130591571508338e-06	1.761632259907451e-07	1.265371288423075e-06	-5.173152823108454e-07	
4.275113110279203e-05	-3.298178855162018e-05	-1.064098895005932e-05	2.630990541035945e-06	2.668701388799087e-06	-5.586757673764855e-06	-5.975526697842687e-06	-9.74579550583597e-08	6.226054524427527e-07	-6.213378046147906e-07	
4.858127642294662e-05	-3.672932188551186e-05	-1.183813377133404e-05	2.153677639221528e-06	3.709579046710417e-06	-4.023033935791907e-06	-5.752911604430857e-06	-9.413907664301114e-07	3.152321102105333e-07	-7.735579482889183e-07	
5.461835518408601e-05	-4.061776092265802e-05	-1.156825270230565e-05	4.970338630670615e-06	3.533135208078471e-06	-5.390179376559404e-06	-6.231140655233314e-06	1.065194283201059e-07	3.438287476269782e-07	-7.481339290749546e-07	
6.095736582771631e-05	-4.438230752871292e-05	-1.302327923935259e-05	2.305094103184433e-06	3.586044910534314e-06	-5.346282225598166e-06	-5.786972387153105e-06	-6.109755185300574e-07	1.191939862544007e-07	-2.674487814651976e-07	
6.67060256642752e-05	-4.750167811233234e-05	-1.353599103169526e-05	1.264035738475335e-06	2.490014318066447e-06	-5.416700455945187e-06	-6.029388446427167e-06	-1.048867221862125e-06	-1.828589628129244e-07	4.350323925759889e-07	
7.117532784251866e-05	-4.958103510253984e-05	-1.277908049209167e-05	2.802853256101484e-06	4.385886066697225e-06	-4.756448049891352e-06	-5.027831129710797e-06	-4.945299077840354e-07	-1.333107228057534e-06	1.662586523695579e-07	
7.734951776643102e-05	-5.288442896358499e-05	-1.369245545831403e-05	6.630675897496104e-07	3.719437129916304e-06	-5.350847038262694e-06	-4.747108812868825e-06	-9.356477913331956e-07	-9.818739299754572e-07	4.088541421000516e-07	
8.110866789450272e-05	-5.408516157380199e-05	-1.348583818637722e-05	-1.140300660324862e-07	6.907899925171277e-06	-2.386228754755315e-06	-2.986434822045226e-06	-1.717061221663698e-06	-2.549825368309242e-06	-2.279584972009936e-07	
8.707374893564896e-05	-5.720766318420636e-05	-1.40419437749364e-05	-1.00537297550213e-06	8.617748722249988e-06	-2.138666217254803e-06	-2.023690514039861e-06	-1.677853098633075e-06	-2.257459318392853e-06	-1.167837723510297e-06	
9.187280724455762e-05	-5.909152063453816e-05	-1.430776143510579e-05	-1.888916432156933e-06	8.710177172248411e-06	-6.134018692018242e-07	-1.529433193042552e-06	-2.23650203586279e-06	-2.308476405923828e-06	-1.004197017585039e-06	
9.614922580856616e-05	-6.046183254947072e-05	-1.375859737063824e-05	-1.36636733084949e-06	8.73620218059161e-06	-5.169985728765235e-08	-1.07819800583178e-06	-1.637391843464087e-06	-2.914922437168933e-06	-2.584014003968589e-07	
9.956158153085288e-05	-6.114101850755046e-05	-1.193909172163445e-05	2.530744532367097e-06	8.480142956069164e-06	1.545633274470048e-07	-1.043096541697823e-06	8.147956702718628e-08	-3.804866503529003e-06	7.859695268677659e-07	
0.0001071912675150366	-6.562711178994776e-05	-1.332779580596034e-05	4.099362200748144e-06	1.077261706174312e-05	2.723505875039977e-06	-9.624236150539809e-07	-7.46222764387006e-07	-2.698598069491913e-06	-7.71767709022903e-07	
0.0001140328971659303	-6.904744913600106e-05	-1.299293801239478e-05	5.44790253821648e-06	9.0922977887039e-06	5.922393522895391e-08	-1.808884423146791e-06	2.158385483437895e-08	-1.748752231571649e-06	-2.25063458321266e-07	
