7.425622760034143e-06	-6.494585030614731e-06	-3.525278231939596e-06	-7.307147545150818e-07	-2.854406044584523e-07	-1.524356742457832e-06	-2.287795966109243e-06	
1.375911250124096e-05	-1.173946393483209e-05	-5.834990223948859e-06	-6.861928260133249e-07	-1.005062669227889e-06	-3.069172548967878e-06	-3.970248576917224e-06	
2.035897894837983e-05	-1.711871236386135e-05	-7.720790701751359e-06	9.217652712564075e-07	-7.171885495845521e-07	-3.269145871196559e-06	-5.175995755687776e-06	
2.544169218725254e-05	-2.083971327907868e-05	-8.534194689707542e-06	8.015586296185666e-07	8.836452431086689e-08	-4.600554878785226e-06	-5.355889538152929e-06	
3.084228430539706e-05	-2.477057899001889e-05	-8.70229455728051e-06	2.303786948995783e-06	5.574009895162897e-07	-6.905036122761819e-06	-5.663440173211035e-06	
3.714881385310373e-05	-2.928569651596674e-05	-1.011170256188606e-05	2.496127022815836e-06	1.363517383069192e-06	-6.05011645911127e-06	-6.203131575018586e-06	
4.275473962362527e-05	-3.2992135516076e-05	-1.083819078668965e-05	2.505866503148602e-06	2.572105360625178e-06	-5.737362725702531e-06	-6.04948864399146e-06	
4.858477889987121e-05	-3.673589990207462e-05	-1.203453878289586e-05	2.022238543131752e-06	3.628718894975693e-06	-4.162232805037755e-06	-5.817212026246425e-06	
5.462049926768485e-05	-4.062179290807e-05	-1.175585492642656e-05	4.838444035500209e-06	3.469410070041172e-06	-5.513814437483906e-06	-6.289940695629865e-06	
6.0959147992799e-05	-4.438236012071235e-05	-1.320285077609744e-05	2.173449435949884e-06	3.531395528711237e-06	-5.457921655639317e-06	-5.83692834123883e-06	
6.670757826326508e-05	-4.749856766703807e-05	-1.371015576514929e-05	1.112282160790894e-06	2.444126059241468e-06	-5.522899156907675e-06	-6.059870929566121e-06	
7.117603364331994e-05	-4.957238445557453e-05	-1.293105279016846e-05	2.641332127961745e-06	4.352310485589646e-06	-4.846184637785239e-06	-5.028981268347809e-06	
7.734925399051197e-05	-5.287120220108007e-05	-1.381278500713709e-05	4.961806183455519e-07	3.702222853654875e-06	-5.416899934900763e-06	-4.720983730781379e-06	
8.110831413016038e-05	-5.406546196856481e-05	-1.357173440095085e-05	-2.877137977839905e-07	6.929062335991419e-06	-2.416391182485752e-06	-2.917820611321433e-06	
8.707205090910511e-05	-5.718429398358791e-05	-1.407648836023961e-05	-1.17699509030597e-06	8.708374325037291e-06	-2.108898402844524e-06	-1.916196895839453e-06	
9.187056923704953e-05	-5.906667600475626e-05	-1.430069270300559e-05	-2.060472152412069e-06	8.880301186157294e-06	-5.239680781416144e-07	-1.388730687539625e-06	
9.614606924102346e-05	-6.043602598998718e-05	-1.370619278270198e-05	-1.538967119990506e-06	8.978281324637933e-06	9.317763557119835e-08	-9.022322109447848e-07	
9.955636988782758e-05	-6.111156374201933e-05	-1.181687975278851e-05	2.384090964415251e-06	8.763758917812842e-06	3.54473235671494e-07	-8.331557188951789e-07	
0.0001071851751022484	-6.55953166128915e-05	-1.314042570120759e-05	3.990773798385594e-06	1.109651106800744e-05	2.978463760134282e-06	-7.301584749131163e-07	
0.0001140260054126763	-6.901965482073115e-05	-1.276797483329864e-05	5.370476516117437e-06	9.455890460054261e-06	3.529881088511837e-07	-1.578390791912319e-06	
0.0001179191919139915	-6.958764883375363e-05	-1.178486572308322e-05	4.276399607400588e-06	8.192673861742491e-06	-9.096635128171221e-07	-8.053020364404992e-07	
0.0001246563874739388	-7.283182388349481e-05	-1.233510644327169e-05	4.671605094228318e-06	9.433417670783738e-06	2.943402789227478e-07	-5.432893784051534e-07	
0.0001289237909600908	-7.370555010269752e-05	-1.164763382324378e-05	4.593536051782686e-06	1.076273645142789e-05	1.407895672712874e-06	5.880669133651937e-07	
