7.425174588082797e-06	-6.494379699055771e-06	-3.521360552659193e-06	-7.22738841338873e-07	-2.901791579753726e-07	-1.523601351640658e-06	-2.291434547566622e-06	-5.93164434329311e-07	
1.375835198744942e-05	-1.173815296350315e-05	-5.824480101624199e-06	-6.619484253326526e-07	-1.020052074440766e-06	-3.067184621497937e-06	-3.979704077373368e-06	-6.798319017048031e-07	
2.03580945837674e-05	-1.711633306807419e-05	-7.704857661329392e-06	9.603669744659194e-07	-7.413504798389169e-07	-3.266328762438096e-06	-5.190135729583808e-06	-5.004910620154433e-07	
2.544075565615188e-05	-2.083667957066818e-05	-8.514700701057303e-06	8.499377061610961e-07	5.79537063206688e-08	-4.597437807048389e-06	-5.373068664871464e-06	-3.55800146495483e-07	
3.084213969251899e-05	-2.476757037138141e-05	-8.687611144775086e-06	2.344242526850293e-06	5.314167193972813e-07	-6.90333890146861e-06	-5.675946785521497e-06	8.064779355652046e-07	
3.714852236426856e-05	-2.928422036988261e-05	-1.010129860091906e-05	2.524122948865114e-06	1.345822346985547e-06	-6.049725438154445e-06	-6.212052085188433e-06	6.83842264474764e-08	
4.275429773871097e-05	-3.299084067538748e-05	-1.082709137889257e-05	2.534980169685121e-06	2.553856276580197e-06	-5.737083534011677e-06	-6.05905378245223e-06	-2.162725443704599e-07	
4.858363881847675e-05	-3.673405763727818e-05	-1.201611170898993e-05	2.067304840071675e-06	3.600818734748983e-06	-4.160761541347319e-06	-5.833435515863977e-06	-1.063834210071412e-06	
5.461974415216763e-05	-4.061854324018468e-05	-1.173406180966526e-05	4.89548863842682e-06	3.433388841217314e-06	-5.512011011481098e-06	-6.30870441886617e-06	-1.753936595733349e-08	
6.095792011834743e-05	-4.437915547017871e-05	-1.317713726204203e-05	2.238678833880212e-06	3.490585128328454e-06	-5.455894870901079e-06	-5.859281545835194e-06	-7.331172008475738e-07	
6.670579525712094e-05	-4.749419819578976e-05	-1.367517650025107e-05	1.19995891186686e-06	2.389346400452277e-06	-5.519621345935508e-06	-6.090404205818558e-06	-1.16001139164808e-06	
7.117429794906723e-05	-4.956651600967854e-05	-1.288936322352312e-05	2.748365788160218e-06	4.285000363589568e-06	-4.842340892079801e-06	-5.065091318395771e-06	-5.827130155674217e-07	
7.734709668783647e-05	-5.286470771642977e-05	-1.376420928432042e-05	6.202254794491685e-07	3.624393820534547e-06	-5.412694030734139e-06	-4.763120182915519e-06	-9.956675338083353e-07	
8.110532321328446e-05	-5.40575344835444e-05	-1.351006817879539e-05	-1.32052464415957e-07	6.831647425170431e-06	-2.41073615815105e-06	-2.971518093761251e-06	-1.744445088118493e-06	
8.706856216543591e-05	-5.717397363557446e-05	-1.399989710768936e-05	-9.823344768669698e-07	8.586278822213555e-06	-2.101681880523392e-06	-1.982754494757749e-06	-1.671229672244694e-06	
9.186621428563071e-05	-5.905414174180236e-05	-1.420672267134854e-05	-1.822112130374351e-06	8.730881242434968e-06	-5.151060529100043e-07	-1.470448029259864e-06	-2.204261189494272e-06	
9.614155272961566e-05	-6.042091573457106e-05	-1.35977332371391e-05	-1.26015328370731e-06	8.802994725972085e-06	1.027604178309189e-07	-9.961211067994676e-07	-1.572943308409831e-06	
